class_id,red,orange,yellow,green,blue,purple,pink,white,black,gray,brown,object_count
/m/01h8tj,0,0,0,0,0,0,0,0,0,0,0,2
/m/03kt2w,0,0,0,0,0,0,0,0,0,0,0,0
/m/06qqb,0,0,0,0,0,0,0,0,0,0,0,70
/m/0fqt361,0,0,0,0,2,0,0,0,0,0,0,71
/m/02pv19,11,0,0,0,0,0,0,0,0,0,0,571
/m/07fbm7,0,0,0,0,0,0,0,0,0,0,0,78
/m/033rq4,0,0,0,0,0,0,0,0,0,0,0,288
/m/04jph85,0,0,0,6,2,0,0,4,0,0,2,467
/m/074d1,0,0,0,0,0,0,0,0,0,0,0,2
/m/06x4c,0,0,0,0,0,0,0,0,0,0,0,66
/m/01xyhv,1,0,2,0,3,0,0,1,6,2,2,424
/m/01s55n,15,3,0,9,3,4,4,0,3,0,8,785
/m/02wbtzl,0,0,0,0,0,0,0,0,0,0,0,2
/m/017ftj,1,0,0,0,0,0,0,0,0,0,0,424
/m/019w40,5,0,3,3,8,0,0,6,0,0,0,987
/m/07030,0,0,0,0,0,0,0,0,0,0,0,21
/m/0dftk,0,0,0,0,0,0,0,0,0,0,0,14
/m/0b_rs,0,0,0,0,0,0,0,0,0,0,0,27
/m/06y5r,0,0,0,0,0,0,0,0,0,0,0,15
/m/04bcr3,0,0,0,2,2,0,2,7,2,0,3,4450
/m/05_5p_0,0,0,0,0,0,0,0,0,0,0,0,0
/m/0bh9flk,0,0,0,0,0,0,0,0,0,0,0,3
/m/07crc,0,0,0,0,0,0,0,0,0,0,0,20
/m/01jy1_,0,0,0,0,0,0,0,0,0,0,0,12
/m/07cmd,3,0,0,0,0,2,0,2,1,0,0,102
/m/0pg52,0,0,3,0,0,0,0,0,0,0,0,100
/m/07clx,1,0,0,1,1,0,0,0,0,0,0,106
/m/01fh4r,0,0,0,0,0,0,0,0,0,0,0,34
/m/0kmg4,0,0,0,0,2,0,0,0,2,0,2,609
/m/07cx4,0,0,0,0,0,0,0,0,0,0,0,97
/m/07c52,0,0,0,0,0,0,0,0,2,0,0,526
/m/05ctyq,0,0,0,0,0,0,0,0,0,0,0,164
/m/0h8my_4,0,0,0,0,0,0,0,0,0,0,0,188
/m/01j61q,3,0,1,4,5,0,0,3,0,0,0,167
/m/01krhy,0,0,0,0,0,0,0,0,0,0,0,2
/m/01rkbr,13,1,0,2,13,0,9,1,7,0,0,1392
/m/07dm6,0,0,0,0,1,0,0,1,0,0,0,11
/m/02jnhm,0,0,0,0,0,0,0,0,0,0,0,3
/m/0h9mv,0,0,0,0,0,0,0,0,2,0,0,318
/m/01k6s3,0,0,0,0,0,0,0,0,0,0,0,77
/m/09g1w,0,0,0,0,0,0,0,6,0,0,0,2926
/m/09gtd,0,0,0,0,0,0,0,0,0,0,0,453
/m/07j87,0,0,0,2,0,0,0,0,0,0,0,270
/m/0fjkt,0,0,0,0,1,0,0,0,0,0,0,119
/m/0cnxs6x,0,0,0,0,0,0,0,0,0,0,0,9
/m/012xff,0,0,0,0,4,0,3,0,0,0,0,349
/m/011k07,0,0,0,0,0,0,0,0,0,0,0,0
/m/0162_1,2,0,0,3,2,0,2,6,0,0,0,776
/m/01fdzj,3,0,0,0,0,0,0,0,0,0,0,659
/m/0138tl,2,0,0,0,0,2,1,0,0,0,0,701
/m/015qff,6,0,0,6,0,0,0,0,0,0,0,640
/m/01mqdt,2,0,0,0,0,0,0,2,0,0,0,84
/m/07jdr,19,2,9,7,8,0,0,1,0,0,0,6520
/m/030610,0,0,0,0,0,0,0,0,0,0,0,0
/m/07j7r,0,4,1,8,0,0,1,0,0,2,0,3590
/m/02wg_p,0,0,0,0,0,0,0,0,0,0,0,0
/m/073bxn,0,0,0,0,0,0,0,0,0,0,0,10
/m/07mhn,0,0,0,0,0,0,0,2,0,0,0,10
/m/07r04,29,4,17,10,15,1,0,17,7,4,0,3170
/m/07gql,0,0,0,0,0,0,0,0,0,0,0,0
/m/0k362,0,0,0,0,0,0,0,0,0,0,0,31
/m/0jly1,0,0,0,0,0,0,0,0,0,0,0,26
/m/09dzg,0,0,0,0,0,0,0,0,0,0,0,12
/m/0280yrc,0,0,0,0,0,0,0,0,0,0,0,11
/m/0hnnb,21,1,21,8,35,4,9,14,10,0,0,2473
/m/0f6nr,0,0,0,0,0,0,0,0,0,0,0,4
/m/0h2r6,0,0,2,1,7,0,0,15,0,0,0,224
/m/02s195,0,0,0,10,4,0,0,3,0,0,0,1265
/m/0f4s2w,24,48,9,299,0,13,0,14,2,0,0,1402
/m/07yv9,27,8,14,9,10,0,0,14,7,0,0,2937
/m/07y_7,0,0,0,0,0,0,0,0,0,0,0,2
/m/02rgn06,0,0,0,0,0,0,0,0,0,0,0,14
/m/01dwsz,0,0,0,0,0,0,0,0,0,0,0,12
/m/0h8mzrc,0,0,0,0,0,0,0,0,0,0,0,2
/m/0174k2,0,0,0,0,0,0,0,0,0,0,0,16
/m/0gjkl,0,0,0,0,0,0,0,0,1,0,0,290
/m/0838f,1,0,0,2,3,0,0,0,0,0,0,5515
/m/0kpqd,0,0,0,0,0,0,0,0,0,0,0,25
/m/02c66t,0,0,0,0,0,0,0,0,0,0,0,15
/m/084zz,0,0,0,0,0,0,0,0,0,0,0,11
/m/083wq,3,0,0,0,0,0,0,0,0,0,0,912
/m/0qmmr,0,0,0,0,0,0,0,0,0,0,0,41
/m/02vwcm,0,0,0,0,0,0,0,0,0,0,0,4
/m/02d9qx,0,0,0,0,0,0,0,0,0,0,0,3
/m/0mw_6,0,0,0,0,0,0,0,0,0,0,0,0
/m/031b6r,0,0,0,0,0,0,0,0,0,0,0,13
/m/081qc,24,0,0,0,0,0,0,27,0,0,0,607
/m/083kv,0,1,2,0,0,0,0,2,1,0,0,238
/m/084sq,0,0,0,0,0,0,0,0,0,0,0,10
/m/083vt,0,0,2,0,2,0,0,2,0,0,0,500
/m/01dy8n,0,0,0,0,0,0,0,0,0,0,0,2
/m/084hf,0,0,0,0,0,0,0,0,0,0,0,10
/m/01j5ks,0,0,0,0,0,0,0,0,0,0,0,3
/m/0898b,0,0,0,0,0,0,0,0,0,0,0,3066
/m/027pcv,0,0,0,0,0,0,0,0,0,0,0,4
